Datetime,AEP_MW
2018-01-06 11:00:00,21477.0
2018-01-06 12:00:00,20830.0
2018-01-06 13:00:00,20115.0
2018-01-06 14:00:00,19618.0
2018-01-06 15:00:00,19381.0
2018-01-06 16:00:00,19328.0
2018-01-06 17:00:00,19618.0
2018-01-06 18:00:00,20639.0
2018-01-06 19:00:00,21388.0
2018-01-06 20:00:00,21510.0
2018-01-06 21:00:00,21653.0
2018-01-06 22:00:00,21523.0
2018-01-06 23:00:00,21208.0
2018-01-07 00:00:00,20786.0
2018-01-07 01:00:00,20553.0
2018-01-07 02:00:00,20405.0
2018-01-07 03:00:00,20559.0
2018-01-07 04:00:00,20648.0
2018-01-07 05:00:00,20798.0
2018-01-07 06:00:00,21026.0
2018-01-07 07:00:00,21376.0
2018-01-07 08:00:00,21737.0
2018-01-07 09:00:00,21815.0
2018-01-07 10:00:00,21328.0
2018-01-07 11:00:00,20516.0
2018-01-07 12:00:00,19674.0
2018-01-07 13:00:00,19031.0
2018-01-07 14:00:00,18367.0
2018-01-07 15:00:00,17910.0
2018-01-07 16:00:00,17778.0
2018-01-07 17:00:00,18079.0
2018-01-07 18:00:00,18879.0
2018-01-07 19:00:00,19267.0
2018-01-07 20:00:00,19279.0
2018-01-07 21:00:00,18992.0
2018-01-07 22:00:00,18531.0
2018-01-07 23:00:00,17947.0
2018-01-08 00:00:00,17387.0
2018-01-08 01:00:00,17030.0
2018-01-08 02:00:00,16910.0
2018-01-08 03:00:00,16883.0
2018-01-08 04:00:00,16974.0
2018-01-08 05:00:00,17213.0
2018-01-08 06:00:00,17719.0
2018-01-08 07:00:00,18692.0
2018-01-08 08:00:00,19261.0
2018-01-08 09:00:00,19345.0
2018-01-08 10:00:00,19311.0
2018-01-08 11:00:00,19280.0
2018-01-08 12:00:00,19089.0
2018-01-08 13:00:00,18918.0
2018-01-08 14:00:00,18727.0
2018-01-08 15:00:00,18492.0
2018-01-08 16:00:00,18319.0
2018-01-08 17:00:00,18398.0
2018-01-08 18:00:00,18852.0
2018-01-08 19:00:00,19035.0
2018-01-08 20:00:00,18733.0
2018-01-08 21:00:00,18378.0
2018-01-08 22:00:00,17807.0
2018-01-08 23:00:00,17016.0
2018-01-09 00:00:00,16248.0
2018-01-09 01:00:00,15782.0
2018-01-09 02:00:00,15512.0
2018-01-09 03:00:00,15346.0
2018-01-09 04:00:00,15327.0
2018-01-09 05:00:00,15600.0
2018-01-09 06:00:00,16346.0
2018-01-09 07:00:00,17530.0
2018-01-09 08:00:00,18240.0
2018-01-09 09:00:00,18002.0
2018-01-09 10:00:00,17703.0
2018-01-09 11:00:00,17458.0
2018-01-09 12:00:00,17132.0
2018-01-09 13:00:00,16852.0
2018-01-09 14:00:00,16498.0
2018-01-09 15:00:00,16106.0
2018-01-09 16:00:00,15813.0
2018-01-09 17:00:00,15956.0
2018-01-09 18:00:00,16731.0
2018-01-09 19:00:00,17483.0
2018-01-09 20:00:00,17490.0
2018-01-09 21:00:00,17469.0
2018-01-09 22:00:00,17112.0
2018-01-09 23:00:00,16482.0
2018-01-10 00:00:00,15838.0
2018-01-10 01:00:00,15248.0
2018-01-10 02:00:00,15032.0
2018-01-10 03:00:00,14902.0
2018-01-10 04:00:00,15017.0
2018-01-10 05:00:00,15294.0
2018-01-10 06:00:00,15955.0
2018-01-10 07:00:00,17181.0
2018-01-10 08:00:00,17816.0
2018-01-10 09:00:00,17655.0
2018-01-10 10:00:00,17391.0
2018-01-10 11:00:00,17090.0
2018-01-10 12:00:00,16609.0
2018-01-10 13:00:00,16210.0
2018-01-10 14:00:00,15864.0
2018-01-10 15:00:00,15443.0
2018-01-10 16:00:00,15184.0
2018-01-10 17:00:00,15304.0
2018-01-10 18:00:00,15947.0
2018-01-10 19:00:00,16303.0
2018-01-10 20:00:00,16402.0
2018-01-10 21:00:00,16228.0
2018-01-10 22:00:00,15763.0
2018-01-10 23:00:00,14996.0
2018-01-11 00:00:00,14328.0
2018-01-11 01:00:00,13763.0
2018-01-11 02:00:00,13422.0
2018-01-11 03:00:00,13326.0
2018-01-11 04:00:00,13399.0
2018-01-11 05:00:00,13576.0
2018-01-11 06:00:00,14202.0
2018-01-11 07:00:00,15574.0
2018-01-11 08:00:00,16123.0
2018-01-11 09:00:00,15923.0
2018-01-11 10:00:00,15701.0
2018-01-11 11:00:00,15582.0
2018-01-11 12:00:00,15360.0
2018-01-11 13:00:00,15143.0
2018-01-11 14:00:00,15121.0
2018-01-11 15:00:00,14947.0
2018-01-11 16:00:00,14800.0
2018-01-11 17:00:00,14999.0
2018-01-11 18:00:00,15349.0
2018-01-11 19:00:00,15654.0
2018-01-11 20:00:00,15563.0
2018-01-11 21:00:00,15484.0
2018-01-11 22:00:00,14958.0
2018-01-11 23:00:00,14158.0
2018-01-12 00:00:00,13414.0
2018-01-12 01:00:00,12914.0
2018-01-12 02:00:00,12506.0
2018-01-12 03:00:00,12327.0
2018-01-12 04:00:00,12262.0
2018-01-12 05:00:00,12463.0
2018-01-12 06:00:00,13207.0
2018-01-12 07:00:00,14388.0
2018-01-12 08:00:00,15192.0
2018-01-12 09:00:00,15380.0
2018-01-12 10:00:00,15442.0
2018-01-12 11:00:00,15697.0
2018-01-12 12:00:00,15789.0
2018-01-12 13:00:00,15849.0
2018-01-12 14:00:00,16012.0
2018-01-12 15:00:00,16029.0
2018-01-12 16:00:00,16009.0
2018-01-12 17:00:00,16169.0
2018-01-12 18:00:00,16810.0
2018-01-12 19:00:00,17070.0
2018-01-12 20:00:00,17038.0
2018-01-12 21:00:00,16848.0
2018-01-12 22:00:00,16645.0
2018-01-12 23:00:00,16173.0
2018-01-13 00:00:00,15887.0
2018-01-13 01:00:00,15605.0
2018-01-13 02:00:00,15583.0
2018-01-13 03:00:00,15518.0
2018-01-13 04:00:00,15559.0
2018-01-13 05:00:00,15792.0
2018-01-13 06:00:00,16243.0
2018-01-13 07:00:00,16816.0
2018-01-13 08:00:00,17412.0
2018-01-13 09:00:00,17964.0
2018-01-13 10:00:00,18407.0
2018-01-13 11:00:00,18439.0
2018-01-13 12:00:00,18314.0
2018-01-13 13:00:00,18158.0
2018-01-13 14:00:00,17998.0
2018-01-13 15:00:00,17867.0
2018-01-13 16:00:00,17889.0
2018-01-13 17:00:00,18162.0
2018-01-13 18:00:00,18989.0
2018-01-13 19:00:00,19442.0
2018-01-13 20:00:00,19295.0
2018-01-13 21:00:00,19272.0
2018-01-13 22:00:00,18912.0
2018-01-13 23:00:00,18600.0
2018-01-14 00:00:00,18066.0
2018-01-14 01:00:00,17815.0
2018-01-14 02:00:00,17602.0
2018-01-14 03:00:00,17642.0
2018-01-14 04:00:00,17769.0
2018-01-14 05:00:00,18006.0
2018-01-14 06:00:00,18354.0
2018-01-14 07:00:00,18838.0
2018-01-14 08:00:00,19455.0
2018-01-14 09:00:00,19727.0
2018-01-14 10:00:00,19442.0
2018-01-14 11:00:00,18866.0
2018-01-14 12:00:00,18224.0
2018-01-14 13:00:00,17738.0
2018-01-14 14:00:00,17290.0
2018-01-14 15:00:00,16994.0
2018-01-14 16:00:00,17069.0
2018-01-14 17:00:00,17523.0
2018-01-14 18:00:00,18600.0
2018-01-14 19:00:00,19325.0
2018-01-14 20:00:00,19400.0
2018-01-14 21:00:00,19398.0
2018-01-14 22:00:00,19303.0
2018-01-14 23:00:00,18916.0
2018-01-15 00:00:00,18556.0
2018-01-15 01:00:00,18506.0
2018-01-15 02:00:00,18573.0
2018-01-15 03:00:00,18535.0
2018-01-15 04:00:00,18779.0
2018-01-15 05:00:00,19091.0
2018-01-15 06:00:00,19746.0
2018-01-15 07:00:00,20570.0
2018-01-15 08:00:00,21186.0
2018-01-15 09:00:00,21241.0
2018-01-15 10:00:00,21023.0
2018-01-15 11:00:00,20524.0
2018-01-15 12:00:00,20007.0
2018-01-15 13:00:00,19442.0
2018-01-15 14:00:00,19029.0
2018-01-15 15:00:00,18614.0
2018-01-15 16:00:00,18284.0
2018-01-15 17:00:00,18353.0
2018-01-15 18:00:00,18961.0
2018-01-15 19:00:00,19494.0
2018-01-15 20:00:00,19536.0
2018-01-15 21:00:00,19367.0
2018-01-15 22:00:00,18858.0
2018-01-15 23:00:00,18097.0
2018-01-16 00:00:00,17367.0
2018-01-16 01:00:00,17094.0
2018-01-16 02:00:00,16889.0
2018-01-16 03:00:00,16969.0
2018-01-16 04:00:00,17154.0
2018-01-16 05:00:00,17504.0
2018-01-16 06:00:00,18345.0
2018-01-16 07:00:00,19434.0
2018-01-16 08:00:00,20259.0
2018-01-16 09:00:00,20310.0
2018-01-16 10:00:00,20125.0
2018-01-16 11:00:00,19930.0
2018-01-16 12:00:00,19604.0
2018-01-16 13:00:00,19492.0
2018-01-16 14:00:00,19282.0
2018-01-16 15:00:00,19088.0
2018-01-16 16:00:00,18996.0
2018-01-16 17:00:00,19351.0
2018-01-16 18:00:00,20101.0
2018-01-16 19:00:00,20641.0
2018-01-16 20:00:00,20681.0
2018-01-16 21:00:00,20478.0
2018-01-16 22:00:00,20036.0
2018-01-16 23:00:00,19419.0
2018-01-17 00:00:00,18756.0
2018-01-17 01:00:00,18527.0
2018-01-17 02:00:00,18326.0
2018-01-17 03:00:00,18351.0
2018-01-17 04:00:00,18479.0
2018-01-17 05:00:00,18843.0
2018-01-17 06:00:00,19532.0
2018-01-17 07:00:00,20650.0
2018-01-17 08:00:00,21468.0
2018-01-17 09:00:00,21608.0
2018-01-17 10:00:00,21580.0
2018-01-17 11:00:00,21373.0
2018-01-17 12:00:00,20999.0
2018-01-17 13:00:00,20682.0
2018-01-17 14:00:00,20463.0
2018-01-17 15:00:00,20126.0
2018-01-17 16:00:00,19916.0
2018-01-17 17:00:00,20102.0
2018-01-17 18:00:00,20913.0
2018-01-17 19:00:00,21618.0
2018-01-17 20:00:00,21697.0
2018-01-17 21:00:00,21610.0
2018-01-17 22:00:00,21268.0
2018-01-17 23:00:00,20632.0
2018-01-18 00:00:00,20226.0
2018-01-18 01:00:00,19843.0
2018-01-18 02:00:00,19769.0
2018-01-18 03:00:00,19756.0
2018-01-18 04:00:00,19833.0
2018-01-18 05:00:00,20131.0
2018-01-18 06:00:00,20914.0
2018-01-18 07:00:00,21990.0
2018-01-18 08:00:00,22567.0
2018-01-18 09:00:00,22366.0
2018-01-18 10:00:00,21698.0
2018-01-18 11:00:00,20952.0
2018-01-18 12:00:00,20165.0
2018-01-18 13:00:00,19536.0
2018-01-18 14:00:00,19035.0
2018-01-18 15:00:00,18604.0
2018-01-18 16:00:00,18181.0
2018-01-18 17:00:00,18336.0
2018-01-18 18:00:00,19190.0
2018-01-18 19:00:00,19956.0
2018-01-18 20:00:00,20087.0
2018-01-18 21:00:00,19978.0
2018-01-18 22:00:00,19539.0
2018-01-18 23:00:00,18907.0
2018-01-19 00:00:00,18370.0
2018-01-19 01:00:00,17869.0
2018-01-19 02:00:00,17824.0
2018-01-19 03:00:00,17746.0
2018-01-19 04:00:00,17877.0
2018-01-19 05:00:00,18228.0
2018-01-19 06:00:00,18926.0
2018-01-19 07:00:00,20159.0
2018-01-19 08:00:00,20925.0
2018-01-19 09:00:00,20681.0
2018-01-19 10:00:00,19812.0
2018-01-19 11:00:00,19073.0
2018-01-19 12:00:00,18308.0
2018-01-19 13:00:00,17619.0
2018-01-19 14:00:00,17147.0
2018-01-19 15:00:00,16677.0
2018-01-19 16:00:00,16302.0
2018-01-19 17:00:00,16374.0
2018-01-19 18:00:00,17050.0
2018-01-19 19:00:00,17771.0
2018-01-19 20:00:00,17806.0
2018-01-19 21:00:00,17802.0
2018-01-19 22:00:00,17570.0
2018-01-19 23:00:00,17002.0
2018-01-20 00:00:00,16416.0
2018-01-20 01:00:00,15911.0
2018-01-20 02:00:00,15610.0
2018-01-20 03:00:00,15553.0
2018-01-20 04:00:00,15407.0
2018-01-20 05:00:00,15490.0
2018-01-20 06:00:00,15676.0
2018-01-20 07:00:00,16034.0
2018-01-20 08:00:00,16321.0
2018-01-20 09:00:00,16482.0
2018-01-20 10:00:00,16292.0
2018-01-20 11:00:00,15989.0
2018-01-20 12:00:00,15371.0
2018-01-20 13:00:00,14811.0
2018-01-20 14:00:00,14399.0
2018-01-20 15:00:00,14019.0
2018-01-20 16:00:00,13785.0
2018-01-20 17:00:00,13964.0
2018-01-20 18:00:00,14699.0
2018-01-20 19:00:00,15397.0
2018-01-20 20:00:00,15276.0
2018-01-20 21:00:00,15046.0
2018-01-20 22:00:00,14737.0
2018-01-20 23:00:00,14316.0
2018-01-21 00:00:00,13809.0
2018-01-21 01:00:00,13363.0
2018-01-21 02:00:00,13258.0
2018-01-21 03:00:00,13129.0
2018-01-21 04:00:00,13076.0
2018-01-21 05:00:00,13111.0
2018-01-21 06:00:00,13274.0
2018-01-21 07:00:00,13574.0
2018-01-21 08:00:00,14044.0
2018-01-21 09:00:00,14456.0
2018-01-21 10:00:00,14547.0
2018-01-21 11:00:00,14381.0
2018-01-21 12:00:00,14246.0
2018-01-21 13:00:00,14062.0
2018-01-21 14:00:00,13839.0
2018-01-21 15:00:00,13705.0
2018-01-21 16:00:00,13606.0
2018-01-21 17:00:00,13799.0
2018-01-21 18:00:00,14329.0
2018-01-21 19:00:00,14925.0
2018-01-21 20:00:00,14862.0
2018-01-21 21:00:00,14646.0
2018-01-21 22:00:00,14241.0
2018-01-21 23:00:00,13616.0
2018-01-22 00:00:00,13121.0
2018-01-22 01:00:00,12765.0
2018-01-22 02:00:00,12514.0
2018-01-22 03:00:00,12526.0
2018-01-22 04:00:00,12717.0
2018-01-22 05:00:00,13021.0
2018-01-22 06:00:00,13907.0
2018-01-22 07:00:00,15148.0
2018-01-22 08:00:00,16007.0
2018-01-22 09:00:00,15929.0
2018-01-22 10:00:00,15777.0
2018-01-22 11:00:00,15655.0
2018-01-22 12:00:00,15298.0
2018-01-22 13:00:00,15095.0
2018-01-22 14:00:00,14938.0
2018-01-22 15:00:00,14770.0
2018-01-22 16:00:00,14574.0
2018-01-22 17:00:00,14735.0
2018-01-22 18:00:00,15107.0
2018-01-22 19:00:00,15512.0
2018-01-22 20:00:00,15473.0
2018-01-22 21:00:00,15173.0
2018-01-22 22:00:00,14660.0
2018-01-22 23:00:00,13812.0
2018-01-23 00:00:00,13124.0
2018-01-23 01:00:00,12622.0
2018-01-23 02:00:00,12430.0
2018-01-23 03:00:00,12276.0
2018-01-23 04:00:00,12305.0
2018-01-23 05:00:00,12628.0
2018-01-23 06:00:00,13398.0
2018-01-23 07:00:00,14841.0
2018-01-23 08:00:00,15642.0
2018-01-23 09:00:00,15738.0
2018-01-23 10:00:00,15714.0
2018-01-23 11:00:00,15834.0
2018-01-23 12:00:00,15808.0
2018-01-23 13:00:00,15771.0
2018-01-23 14:00:00,15790.0
2018-01-23 15:00:00,15660.0
2018-01-23 16:00:00,15709.0
2018-01-23 17:00:00,15885.0
2018-01-23 18:00:00,16444.0
2018-01-23 19:00:00,16900.0
2018-01-23 20:00:00,16887.0
2018-01-23 21:00:00,16684.0
2018-01-23 22:00:00,16281.0
2018-01-23 23:00:00,15582.0
2018-01-24 00:00:00,14816.0
2018-01-24 01:00:00,14489.0
2018-01-24 02:00:00,14290.0
2018-01-24 03:00:00,14207.0
2018-01-24 04:00:00,14261.0
2018-01-24 05:00:00,14602.0
2018-01-24 06:00:00,15464.0
2018-01-24 07:00:00,16733.0
2018-01-24 08:00:00,17413.0
2018-01-24 09:00:00,17412.0
2018-01-24 10:00:00,17265.0
2018-01-24 11:00:00,17345.0
2018-01-24 12:00:00,17241.0
2018-01-24 13:00:00,17166.0
2018-01-24 14:00:00,17176.0
2018-01-24 15:00:00,17000.0
2018-01-24 16:00:00,16969.0
2018-01-24 17:00:00,17164.0
2018-01-24 18:00:00,17742.0
2018-01-24 19:00:00,18258.0
2018-01-24 20:00:00,18223.0
2018-01-24 21:00:00,18079.0
2018-01-24 22:00:00,17624.0
2018-01-24 23:00:00,16850.0
2018-01-25 00:00:00,16198.0
2018-01-25 01:00:00,15750.0
2018-01-25 02:00:00,15586.0
2018-01-25 03:00:00,15417.0
2018-01-25 04:00:00,15501.0
2018-01-25 05:00:00,15791.0
2018-01-25 06:00:00,16533.0
2018-01-25 07:00:00,17814.0
2018-01-25 08:00:00,18727.0
2018-01-25 09:00:00,18541.0
2018-01-25 10:00:00,18122.0
2018-01-25 11:00:00,17706.0
2018-01-25 12:00:00,17227.0
2018-01-25 13:00:00,16833.0
2018-01-25 14:00:00,16490.0
2018-01-25 15:00:00,16075.0
2018-01-25 16:00:00,15836.0
2018-01-25 17:00:00,15685.0
2018-01-25 18:00:00,16447.0
2018-01-25 19:00:00,17461.0
2018-01-25 20:00:00,17701.0
2018-01-25 21:00:00,17722.0
2018-01-25 22:00:00,17373.0
2018-01-25 23:00:00,16824.0
2018-01-26 00:00:00,16192.0
2018-01-26 01:00:00,15983.0
2018-01-26 02:00:00,15848.0
2018-01-26 03:00:00,15810.0
2018-01-26 04:00:00,15966.0
2018-01-26 05:00:00,16263.0
2018-01-26 06:00:00,17099.0
2018-01-26 07:00:00,18394.0
2018-01-26 08:00:00,19124.0
2018-01-26 09:00:00,18748.0
2018-01-26 10:00:00,18173.0
2018-01-26 11:00:00,17366.0
2018-01-26 12:00:00,16488.0
2018-01-26 13:00:00,15818.0
2018-01-26 14:00:00,15477.0
2018-01-26 15:00:00,15059.0
2018-01-26 16:00:00,14796.0
2018-01-26 17:00:00,14708.0
2018-01-26 18:00:00,15131.0
2018-01-26 19:00:00,15458.0
2018-01-26 20:00:00,15846.0
2018-01-26 21:00:00,15834.0
2018-01-26 22:00:00,15671.0
2018-01-26 23:00:00,15103.0
2018-01-27 00:00:00,14527.0
2018-01-27 01:00:00,14093.0
2018-01-27 02:00:00,13977.0
2018-01-27 03:00:00,13960.0
2018-01-27 04:00:00,13898.0
2018-01-27 05:00:00,14065.0
2018-01-27 06:00:00,14289.0
2018-01-27 07:00:00,14680.0
2018-01-27 08:00:00,15141.0
2018-01-27 09:00:00,15411.0
2018-01-27 10:00:00,15590.0
2018-01-27 11:00:00,15325.0
2018-01-27 12:00:00,15130.0
2018-01-27 13:00:00,14876.0
2018-01-27 14:00:00,14541.0
2018-01-27 15:00:00,14274.0
2018-01-27 16:00:00,14146.0
2018-01-27 17:00:00,14175.0
2018-01-27 18:00:00,14498.0
2018-01-27 19:00:00,14864.0
2018-01-27 20:00:00,14735.0
2018-01-27 21:00:00,14532.0
2018-01-27 22:00:00,14148.0
2018-01-27 23:00:00,13582.0
2018-01-28 00:00:00,13085.0
2018-01-28 01:00:00,12631.0
2018-01-28 02:00:00,12457.0
2018-01-28 03:00:00,12307.0
2018-01-28 04:00:00,12297.0
2018-01-28 05:00:00,12392.0
2018-01-28 06:00:00,12626.0
2018-01-28 07:00:00,12980.0
2018-01-28 08:00:00,13508.0
2018-01-28 09:00:00,14067.0
2018-01-28 10:00:00,14275.0
2018-01-28 11:00:00,14094.0
2018-01-28 12:00:00,13778.0
2018-01-28 13:00:00,13713.0
2018-01-28 14:00:00,13481.0
2018-01-28 15:00:00,13316.0
2018-01-28 16:00:00,13256.0
2018-01-28 17:00:00,13469.0
2018-01-28 18:00:00,13998.0
2018-01-28 19:00:00,14968.0
2018-01-28 20:00:00,15170.0
2018-01-28 21:00:00,15152.0
2018-01-28 22:00:00,14867.0
2018-01-28 23:00:00,14351.0
2018-01-29 00:00:00,13987.0
2018-01-29 01:00:00,13758.0
2018-01-29 02:00:00,13635.0
2018-01-29 03:00:00,13606.0
2018-01-29 04:00:00,13864.0
2018-01-29 05:00:00,14156.0
2018-01-29 06:00:00,15100.0
2018-01-29 07:00:00,16553.0
2018-01-29 08:00:00,17342.0
2018-01-29 09:00:00,17312.0
2018-01-29 10:00:00,17316.0
2018-01-29 11:00:00,17150.0
2018-01-29 12:00:00,16858.0
2018-01-29 13:00:00,16614.0
2018-01-29 14:00:00,16497.0
2018-01-29 15:00:00,16360.0
2018-01-29 16:00:00,16198.0
2018-01-29 17:00:00,16419.0
2018-01-29 18:00:00,17014.0
2018-01-29 19:00:00,17733.0
2018-01-29 20:00:00,17902.0
2018-01-29 21:00:00,17801.0
2018-01-29 22:00:00,17450.0
2018-01-29 23:00:00,16876.0
2018-01-30 00:00:00,16187.0
2018-01-30 01:00:00,15996.0
2018-01-30 02:00:00,15855.0
2018-01-30 03:00:00,15752.0
2018-01-30 04:00:00,15929.0
2018-01-30 05:00:00,16311.0
2018-01-30 06:00:00,17162.0
2018-01-30 07:00:00,18479.0
2018-01-30 08:00:00,19404.0
2018-01-30 09:00:00,19484.0
2018-01-30 10:00:00,19381.0
2018-01-30 11:00:00,19125.0
2018-01-30 12:00:00,18692.0
2018-01-30 13:00:00,18327.0
2018-01-30 14:00:00,18131.0
2018-01-30 15:00:00,17925.0
2018-01-30 16:00:00,17772.0
2018-01-30 17:00:00,17894.0
2018-01-30 18:00:00,18529.0
2018-01-30 19:00:00,19237.0
2018-01-30 20:00:00,19421.0
2018-01-30 21:00:00,19384.0
2018-01-30 22:00:00,19086.0
2018-01-30 23:00:00,18426.0
2018-01-31 00:00:00,17873.0
2018-01-31 01:00:00,17553.0
2018-01-31 02:00:00,17371.0
2018-01-31 03:00:00,17300.0
2018-01-31 04:00:00,17234.0
2018-01-31 05:00:00,17502.0
2018-01-31 06:00:00,18260.0
2018-01-31 07:00:00,19582.0
2018-01-31 08:00:00,20261.0
2018-01-31 09:00:00,19833.0
2018-01-31 10:00:00,19382.0
2018-01-31 11:00:00,18686.0
2018-01-31 12:00:00,17945.0
2018-01-31 13:00:00,17181.0
2018-01-31 14:00:00,16827.0
2018-01-31 15:00:00,16372.0
2018-01-31 16:00:00,15982.0
2018-01-31 17:00:00,15982.0
2018-01-31 18:00:00,16447.0
2018-01-31 19:00:00,17239.0
2018-01-31 20:00:00,17315.0
2018-01-31 21:00:00,17247.0
2018-01-31 22:00:00,16800.0
2018-01-31 23:00:00,16057.0
2018-02-01 00:00:00,15317.0
2018-02-01 01:00:00,14938.0
2018-02-01 02:00:00,14678.0
2018-02-01 03:00:00,14593.0
2018-02-01 04:00:00,14633.0
2018-02-01 05:00:00,14896.0
2018-02-01 06:00:00,15564.0
2018-02-01 07:00:00,16772.0
2018-02-01 08:00:00,17297.0
2018-02-01 09:00:00,17139.0
2018-02-01 10:00:00,17002.0
2018-02-01 11:00:00,16754.0
2018-02-01 12:00:00,16554.0
2018-02-01 13:00:00,16453.0
2018-02-01 14:00:00,16465.0
2018-02-01 15:00:00,16339.0
2018-02-01 16:00:00,16337.0
2018-02-01 17:00:00,16625.0
2018-02-01 18:00:00,17089.0
2018-02-01 19:00:00,17654.0
2018-02-01 20:00:00,17753.0
2018-02-01 21:00:00,17731.0
2018-02-01 22:00:00,17484.0
2018-02-01 23:00:00,16905.0
2018-02-02 00:00:00,16252.0
2018-02-02 01:00:00,16025.0
2018-02-02 02:00:00,15876.0
2018-02-02 03:00:00,15995.0
2018-02-02 04:00:00,16212.0
2018-02-02 05:00:00,16600.0
2018-02-02 06:00:00,17567.0
2018-02-02 07:00:00,18982.0
