Datetime,PJME_MW
2018-01-18 12:00:00,38375.0
2018-01-18 13:00:00,37209.0
2018-01-18 14:00:00,36476.0
2018-01-18 15:00:00,35941.0
2018-01-18 16:00:00,36098.0
2018-01-18 17:00:00,37408.0
2018-01-18 18:00:00,39950.0
2018-01-18 19:00:00,40719.0
2018-01-18 20:00:00,40486.0
2018-01-18 21:00:00,39889.0
2018-01-18 22:00:00,38552.0
2018-01-18 23:00:00,36489.0
2018-01-19 00:00:00,34651.0
2018-01-19 01:00:00,33447.0
2018-01-19 02:00:00,32892.0
2018-01-19 03:00:00,32731.0
2018-01-19 04:00:00,33016.0
2018-01-19 05:00:00,33958.0
2018-01-19 06:00:00,36087.0
2018-01-19 07:00:00,39489.0
2018-01-19 08:00:00,40942.0
2018-01-19 09:00:00,39991.0
2018-01-19 10:00:00,38326.0
2018-01-19 11:00:00,36796.0
2018-01-19 12:00:00,35409.0
2018-01-19 13:00:00,34340.0
2018-01-19 14:00:00,33618.0
2018-01-19 15:00:00,33130.0
2018-01-19 16:00:00,33146.0
2018-01-19 17:00:00,34080.0
2018-01-19 18:00:00,36415.0
2018-01-19 19:00:00,37048.0
2018-01-19 20:00:00,36695.0
2018-01-19 21:00:00,36063.0
2018-01-19 22:00:00,35004.0
2018-01-19 23:00:00,33352.0
2018-01-20 00:00:00,31755.0
2018-01-20 01:00:00,30374.0
2018-01-20 02:00:00,29622.0
2018-01-20 03:00:00,29291.0
2018-01-20 04:00:00,29215.0
2018-01-20 05:00:00,29534.0
2018-01-20 06:00:00,30314.0
2018-01-20 07:00:00,31545.0
2018-01-20 08:00:00,32548.0
2018-01-20 09:00:00,32843.0
2018-01-20 10:00:00,32158.0
2018-01-20 11:00:00,31204.0
2018-01-20 12:00:00,30316.0
2018-01-20 13:00:00,29454.0
2018-01-20 14:00:00,28704.0
2018-01-20 15:00:00,28357.0
2018-01-20 16:00:00,28528.0
2018-01-20 17:00:00,29452.0
2018-01-20 18:00:00,31758.0
2018-01-20 19:00:00,32459.0
2018-01-20 20:00:00,32203.0
2018-01-20 21:00:00,31841.0
2018-01-20 22:00:00,31135.0
2018-01-20 23:00:00,29896.0
2018-01-21 00:00:00,28611.0
2018-01-21 01:00:00,27529.0
2018-01-21 02:00:00,26943.0
2018-01-21 03:00:00,26683.0
2018-01-21 04:00:00,26606.0
2018-01-21 05:00:00,26873.0
2018-01-21 06:00:00,27552.0
2018-01-21 07:00:00,28557.0
2018-01-21 08:00:00,29346.0
2018-01-21 09:00:00,30061.0
2018-01-21 10:00:00,30142.0
2018-01-21 11:00:00,29708.0
2018-01-21 12:00:00,29365.0
2018-01-21 13:00:00,28876.0
2018-01-21 14:00:00,28496.0
2018-01-21 15:00:00,28460.0
2018-01-21 16:00:00,28724.0
2018-01-21 17:00:00,29863.0
2018-01-21 18:00:00,31909.0
2018-01-21 19:00:00,32569.0
2018-01-21 20:00:00,31916.0
2018-01-21 21:00:00,31294.0
2018-01-21 22:00:00,30009.0
2018-01-21 23:00:00,28503.0
2018-01-22 00:00:00,26638.0
2018-01-22 01:00:00,25390.0
2018-01-22 02:00:00,24737.0
2018-01-22 03:00:00,24447.0
2018-01-22 04:00:00,24504.0
2018-01-22 05:00:00,25324.0
2018-01-22 06:00:00,27403.0
2018-01-22 07:00:00,30857.0
2018-01-22 08:00:00,32625.0
2018-01-22 09:00:00,32629.0
2018-01-22 10:00:00,32322.0
2018-01-22 11:00:00,31880.0
2018-01-22 12:00:00,31238.0
2018-01-22 13:00:00,30809.0
2018-01-22 14:00:00,30555.0
2018-01-22 15:00:00,30292.0
2018-01-22 16:00:00,30347.0
2018-01-22 17:00:00,31281.0
2018-01-22 18:00:00,33527.0
2018-01-22 19:00:00,33969.0
2018-01-22 20:00:00,33512.0
2018-01-22 21:00:00,32614.0
2018-01-22 22:00:00,31075.0
2018-01-22 23:00:00,28954.0
2018-01-23 00:00:00,27008.0
2018-01-23 01:00:00,25625.0
2018-01-23 02:00:00,24831.0
2018-01-23 03:00:00,24496.0
2018-01-23 04:00:00,24497.0
2018-01-23 05:00:00,25164.0
2018-01-23 06:00:00,27135.0
2018-01-23 07:00:00,30303.0
2018-01-23 08:00:00,32189.0
2018-01-23 09:00:00,32172.0
2018-01-23 10:00:00,32071.0
2018-01-23 11:00:00,31744.0
2018-01-23 12:00:00,31222.0
2018-01-23 13:00:00,30520.0
2018-01-23 14:00:00,29955.0
2018-01-23 15:00:00,29939.0
2018-01-23 16:00:00,30228.0
2018-01-23 17:00:00,31198.0
2018-01-23 18:00:00,33134.0
2018-01-23 19:00:00,33849.0
2018-01-23 20:00:00,33497.0
2018-01-23 21:00:00,32878.0
2018-01-23 22:00:00,31476.0
2018-01-23 23:00:00,29441.0
2018-01-24 00:00:00,27630.0
2018-01-24 01:00:00,26322.0
2018-01-24 02:00:00,25717.0
2018-01-24 03:00:00,25453.0
2018-01-24 04:00:00,25646.0
2018-01-24 05:00:00,26534.0
2018-01-24 06:00:00,28743.0
2018-01-24 07:00:00,32203.0
2018-01-24 08:00:00,34090.0
2018-01-24 09:00:00,34242.0
2018-01-24 10:00:00,34113.0
2018-01-24 11:00:00,33713.0
2018-01-24 12:00:00,33039.0
2018-01-24 13:00:00,32552.0
2018-01-24 14:00:00,32500.0
2018-01-24 15:00:00,32634.0
2018-01-24 16:00:00,33297.0
2018-01-24 17:00:00,34688.0
2018-01-24 18:00:00,36982.0
2018-01-24 19:00:00,37569.0
2018-01-24 20:00:00,37313.0
2018-01-24 21:00:00,36650.0
2018-01-24 22:00:00,35167.0
2018-01-24 23:00:00,32918.0
2018-01-25 00:00:00,31040.0
2018-01-25 01:00:00,29840.0
2018-01-25 02:00:00,29298.0
2018-01-25 03:00:00,29214.0
2018-01-25 04:00:00,29502.0
2018-01-25 05:00:00,30469.0
2018-01-25 06:00:00,32762.0
2018-01-25 07:00:00,36434.0
2018-01-25 08:00:00,38127.0
2018-01-25 09:00:00,37416.0
2018-01-25 10:00:00,36169.0
2018-01-25 11:00:00,35217.0
2018-01-25 12:00:00,34396.0
2018-01-25 13:00:00,33706.0
2018-01-25 14:00:00,33339.0
2018-01-25 15:00:00,33135.0
2018-01-25 16:00:00,33524.0
2018-01-25 17:00:00,34988.0
2018-01-25 18:00:00,37631.0
2018-01-25 19:00:00,38762.0
2018-01-25 20:00:00,38651.0
2018-01-25 21:00:00,38057.0
2018-01-25 22:00:00,36782.0
2018-01-25 23:00:00,34805.0
2018-01-26 00:00:00,33021.0
2018-01-26 01:00:00,31850.0
2018-01-26 02:00:00,31421.0
2018-01-26 03:00:00,31374.0
2018-01-26 04:00:00,31700.0
2018-01-26 05:00:00,32745.0
2018-01-26 06:00:00,34980.0
2018-01-26 07:00:00,38515.0
2018-01-26 08:00:00,39985.0
2018-01-26 09:00:00,38968.0
2018-01-26 10:00:00,36849.0
2018-01-26 11:00:00,35323.0
2018-01-26 12:00:00,34032.0
2018-01-26 13:00:00,32916.0
2018-01-26 14:00:00,32313.0
2018-01-26 15:00:00,31974.0
2018-01-26 16:00:00,32154.0
2018-01-26 17:00:00,33317.0
2018-01-26 18:00:00,35660.0
2018-01-26 19:00:00,36492.0
2018-01-26 20:00:00,36141.0
2018-01-26 21:00:00,35519.0
2018-01-26 22:00:00,34474.0
2018-01-26 23:00:00,32796.0
2018-01-27 00:00:00,31142.0
2018-01-27 01:00:00,29918.0
2018-01-27 02:00:00,29200.0
2018-01-27 03:00:00,28864.0
2018-01-27 04:00:00,28853.0
2018-01-27 05:00:00,29156.0
2018-01-27 06:00:00,29992.0
2018-01-27 07:00:00,31301.0
2018-01-27 08:00:00,32361.0
2018-01-27 09:00:00,32625.0
2018-01-27 10:00:00,31815.0
2018-01-27 11:00:00,30806.0
2018-01-27 12:00:00,29800.0
2018-01-27 13:00:00,28780.0
2018-01-27 14:00:00,28082.0
2018-01-27 15:00:00,27820.0
2018-01-27 16:00:00,28107.0
2018-01-27 17:00:00,28930.0
2018-01-27 18:00:00,30796.0
2018-01-27 19:00:00,31146.0
2018-01-27 20:00:00,30609.0
2018-01-27 21:00:00,29904.0
2018-01-27 22:00:00,28830.0
2018-01-27 23:00:00,27414.0
2018-01-28 00:00:00,25833.0
2018-01-28 01:00:00,24484.0
2018-01-28 02:00:00,23606.0
2018-01-28 03:00:00,23142.0
2018-01-28 04:00:00,22901.0
2018-01-28 05:00:00,22974.0
2018-01-28 06:00:00,23477.0
2018-01-28 07:00:00,24357.0
2018-01-28 08:00:00,25443.0
2018-01-28 09:00:00,26725.0
2018-01-28 10:00:00,27877.0
2018-01-28 11:00:00,28566.0
2018-01-28 12:00:00,28919.0
2018-01-28 13:00:00,28882.0
2018-01-28 14:00:00,28606.0
2018-01-28 15:00:00,28524.0
2018-01-28 16:00:00,28708.0
2018-01-28 17:00:00,29596.0
2018-01-28 18:00:00,31559.0
2018-01-28 19:00:00,32029.0
2018-01-28 20:00:00,31668.0
2018-01-28 21:00:00,30921.0
2018-01-28 22:00:00,29721.0
2018-01-28 23:00:00,28039.0
2018-01-29 00:00:00,26494.0
2018-01-29 01:00:00,25397.0
2018-01-29 02:00:00,24863.0
2018-01-29 03:00:00,24736.0
2018-01-29 04:00:00,24999.0
2018-01-29 05:00:00,26010.0
2018-01-29 06:00:00,28316.0
2018-01-29 07:00:00,31896.0
2018-01-29 08:00:00,33926.0
2018-01-29 09:00:00,33973.0
2018-01-29 10:00:00,33694.0
2018-01-29 11:00:00,33392.0
2018-01-29 12:00:00,33038.0
2018-01-29 13:00:00,32881.0
2018-01-29 14:00:00,33010.0
2018-01-29 15:00:00,33011.0
2018-01-29 16:00:00,33246.0
2018-01-29 17:00:00,34127.0
2018-01-29 18:00:00,36002.0
2018-01-29 19:00:00,36344.0
2018-01-29 20:00:00,35879.0
2018-01-29 21:00:00,34984.0
2018-01-29 22:00:00,33327.0
2018-01-29 23:00:00,31107.0
2018-01-30 00:00:00,29229.0
2018-01-30 01:00:00,27942.0
2018-01-30 02:00:00,27386.0
2018-01-30 03:00:00,27256.0
2018-01-30 04:00:00,27530.0
2018-01-30 05:00:00,28442.0
2018-01-30 06:00:00,30673.0
2018-01-30 07:00:00,34121.0
2018-01-30 08:00:00,36029.0
2018-01-30 09:00:00,36345.0
2018-01-30 10:00:00,36380.0
2018-01-30 11:00:00,36455.0
2018-01-30 12:00:00,36468.0
2018-01-30 13:00:00,36432.0
2018-01-30 14:00:00,36417.0
2018-01-30 15:00:00,36340.0
2018-01-30 16:00:00,36540.0
2018-01-30 17:00:00,37722.0
2018-01-30 18:00:00,40242.0
2018-01-30 19:00:00,41335.0
2018-01-30 20:00:00,41237.0
2018-01-30 21:00:00,40661.0
2018-01-30 22:00:00,39152.0
2018-01-30 23:00:00,37159.0
2018-01-31 00:00:00,35380.0
2018-01-31 01:00:00,34213.0
2018-01-31 02:00:00,33657.0
2018-01-31 03:00:00,33657.0
2018-01-31 04:00:00,33930.0
2018-01-31 05:00:00,34973.0
2018-01-31 06:00:00,37332.0
2018-01-31 07:00:00,40854.0
2018-01-31 08:00:00,42096.0
2018-01-31 09:00:00,40987.0
2018-01-31 10:00:00,39357.0
2018-01-31 11:00:00,37947.0
2018-01-31 12:00:00,36750.0
2018-01-31 13:00:00,35809.0
2018-01-31 14:00:00,35379.0
2018-01-31 15:00:00,35363.0
2018-01-31 16:00:00,36044.0
2018-01-31 17:00:00,37309.0
2018-01-31 18:00:00,39636.0
2018-01-31 19:00:00,40510.0
2018-01-31 20:00:00,40054.0
2018-01-31 21:00:00,39104.0
2018-01-31 22:00:00,37331.0
2018-01-31 23:00:00,34651.0
2018-02-01 00:00:00,32461.0
2018-02-01 01:00:00,30843.0
2018-02-01 02:00:00,29981.0
2018-02-01 03:00:00,29591.0
2018-02-01 04:00:00,29629.0
2018-02-01 05:00:00,30282.0
2018-02-01 06:00:00,32318.0
2018-02-01 07:00:00,35491.0
2018-02-01 08:00:00,36966.0
2018-02-01 09:00:00,36674.0
2018-02-01 10:00:00,36123.0
2018-02-01 11:00:00,35537.0
2018-02-01 12:00:00,34859.0
2018-02-01 13:00:00,34174.0
2018-02-01 14:00:00,33644.0
2018-02-01 15:00:00,33391.0
2018-02-01 16:00:00,33426.0
2018-02-01 17:00:00,34231.0
2018-02-01 18:00:00,35970.0
2018-02-01 19:00:00,36247.0
2018-02-01 20:00:00,35772.0
2018-02-01 21:00:00,34793.0
2018-02-01 22:00:00,33252.0
2018-02-01 23:00:00,31116.0
2018-02-02 00:00:00,29278.0
2018-02-02 01:00:00,27990.0
2018-02-02 02:00:00,27410.0
2018-02-02 03:00:00,27233.0
2018-02-02 04:00:00,27380.0
2018-02-02 05:00:00,28420.0
2018-02-02 06:00:00,30977.0
2018-02-02 07:00:00,34590.0
